date,cardano,avalanche,isPartial
2022-01-07 04:00:00,25,84,False
2022-01-07 05:00:00,19,57,False
2022-01-07 06:00:00,19,43,False
2022-01-07 07:00:00,33,21,False
2022-01-07 08:00:00,24,13,False
2022-01-07 09:00:00,23,17,False
2022-01-07 10:00:00,19,19,False
2022-01-07 11:00:00,22,20,False
2022-01-07 12:00:00,27,25,False
2022-01-07 13:00:00,30,27,False
2022-01-07 14:00:00,30,24,False
2022-01-07 15:00:00,29,28,False
2022-01-07 16:00:00,26,27,False
2022-01-07 17:00:00,30,22,False
2022-01-07 18:00:00,20,33,False
2022-01-07 19:00:00,35,31,False
2022-01-07 20:00:00,26,21,False
2022-01-07 21:00:00,42,30,False
2022-01-07 22:00:00,26,33,False
2022-01-07 23:00:00,23,34,False
2022-01-08 00:00:00,28,48,False
2022-01-08 00:00:00,18,31,False
2022-01-08 01:00:00,19,27,False
2022-01-08 02:00:00,10,30,False
2022-01-08 03:00:00,17,18,False
2022-01-08 04:00:00,9,25,False
2022-01-08 05:00:00,12,16,False
2022-01-08 06:00:00,16,16,False
2022-01-08 07:00:00,15,10,False
2022-01-08 08:00:00,11,10,False
2022-01-08 09:00:00,16,7,False
2022-01-08 10:00:00,16,8,False
2022-01-08 11:00:00,14,9,False
2022-01-08 12:00:00,10,11,False
2022-01-08 13:00:00,11,13,False
2022-01-08 14:00:00,12,14,False
2022-01-08 15:00:00,12,19,False
2022-01-08 16:00:00,11,17,False
2022-01-08 17:00:00,16,24,False
2022-01-08 18:00:00,25,24,False
2022-01-08 19:00:00,28,19,False
2022-01-08 20:00:00,24,24,False
2022-01-08 21:00:00,19,24,False
2022-01-08 22:00:00,25,26,False
2022-01-08 23:00:00,18,51,False
2022-01-09 00:00:00,26,88,False
2022-01-09 01:00:00,16,84,False
2022-01-09 02:00:00,19,100,False
2022-01-09 03:00:00,14,89,False
2022-01-09 04:00:00,14,48,False
2022-01-09 05:00:00,18,23,False
2022-01-09 06:00:00,11,22,False
2022-01-09 07:00:00,10,14,False
2022-01-09 08:00:00,23,13,False
2022-01-09 09:00:00,14,6,False
2022-01-09 10:00:00,19,9,False
2022-01-09 11:00:00,17,10,False
2022-01-09 12:00:00,19,11,False
2022-01-09 13:00:00,17,19,False
2022-01-09 14:00:00,17,23,False
2022-01-09 15:00:00,18,23,False
2022-01-09 16:00:00,17,15,False
2022-01-09 17:00:00,16,16,False
2022-01-09 18:00:00,13,20,False
2022-01-09 19:00:00,10,25,False
2022-01-09 20:00:00,19,24,False
2022-01-09 21:00:00,19,29,False
2022-01-09 22:00:00,21,29,False
2022-01-09 23:00:00,23,30,False
2022-01-10 00:00:00,17,23,False
2022-01-10 01:00:00,14,26,False
2022-01-10 02:00:00,10,16,False
2022-01-10 03:00:00,10,17,False
2022-01-10 04:00:00,16,18,False
2022-01-10 05:00:00,17,13,False
2022-01-10 06:00:00,21,15,False
2022-01-10 07:00:00,11,11,False
2022-01-10 08:00:00,17,6,False
2022-01-10 09:00:00,14,8,False
2022-01-10 10:00:00,13,6,False
2022-01-10 11:00:00,19,6,False
2022-01-10 12:00:00,13,9,False
2022-01-10 13:00:00,23,11,False
2022-01-10 14:00:00,23,13,False
2022-01-10 15:00:00,19,15,False
2022-01-10 16:00:00,19,18,False
2022-01-10 17:00:00,19,19,False
2022-01-10 18:00:00,19,18,False
2022-01-10 19:00:00,21,21,False
2022-01-10 20:00:00,26,20,False
2022-01-10 21:00:00,21,25,False
2022-01-10 22:00:00,18,26,False
2022-01-10 23:00:00,20,31,False
2022-01-11 00:00:00,11,35,False
2022-01-11 01:00:00,14,37,False
2022-01-11 02:00:00,16,66,False
2022-01-11 03:00:00,11,56,False
2022-01-11 04:00:00,16,63,False
2022-01-11 05:00:00,16,35,False
2022-01-11 06:00:00,11,20,False
2022-01-11 07:00:00,14,11,False
2022-01-11 08:00:00,15,8,False
2022-01-11 09:00:00,15,9,False
2022-01-11 10:00:00,13,7,False
2022-01-11 11:00:00,12,8,False
2022-01-11 12:00:00,14,12,False
2022-01-11 13:00:00,15,15,False
2022-01-11 14:00:00,17,15,False
2022-01-11 15:00:00,19,17,False
2022-01-11 16:00:00,15,19,False
2022-01-11 17:00:00,20,15,False
2022-01-11 18:00:00,17,20,False
2022-01-11 19:00:00,20,23,False
2022-01-11 20:00:00,17,18,False
2022-01-11 21:00:00,21,26,False
2022-01-11 22:00:00,25,25,False
2022-01-11 23:00:00,17,19,False
2022-01-12 00:00:00,19,39,False
2022-01-12 01:00:00,19,49,False
2022-01-12 02:00:00,13,42,False
2022-01-12 03:00:00,9,63,False
2022-01-12 04:00:00,17,46,False
2022-01-12 05:00:00,13,20,False
2022-01-12 06:00:00,15,12,False
2022-01-12 07:00:00,16,11,False
2022-01-12 08:00:00,14,5,False
2022-01-12 09:00:00,10,9,False
2022-01-12 10:00:00,18,9,False
2022-01-12 11:00:00,14,8,False
2022-01-12 12:00:00,16,13,False
2022-01-12 13:00:00,16,12,False
2022-01-12 14:00:00,21,14,False
2022-01-12 15:00:00,16,14,False
2022-01-12 16:00:00,16,15,False
2022-01-12 17:00:00,16,15,False
2022-01-12 18:00:00,20,13,False
2022-01-12 19:00:00,21,15,False
2022-01-12 20:00:00,24,9,False
2022-01-12 21:00:00,20,18,False
2022-01-12 22:00:00,24,15,False
2022-01-12 23:00:00,19,18,False
2022-01-13 00:00:00,20,25,False
2022-01-13 01:00:00,15,27,False
2022-01-13 02:00:00,15,22,False
2022-01-13 03:00:00,14,14,False
2022-01-13 04:00:00,16,14,False
2022-01-13 05:00:00,12,21,False
2022-01-13 06:00:00,17,11,False
2022-01-13 07:00:00,18,7,False
2022-01-13 08:00:00,11,9,False
2022-01-13 09:00:00,13,8,False
2022-01-13 10:00:00,13,7,False
2022-01-13 11:00:00,12,9,False
2022-01-13 12:00:00,17,8,False
2022-01-13 13:00:00,16,10,False
2022-01-13 14:00:00,14,12,False
2022-01-13 15:00:00,20,15,False
2022-01-13 16:00:00,19,15,False
2022-01-13 17:00:00,19,17,False
2022-01-13 18:00:00,20,15,False
2022-01-13 19:00:00,14,18,False
2022-01-13 20:00:00,15,13,False
2022-01-13 21:00:00,21,16,False
2022-01-13 22:00:00,13,23,False
2022-01-13 23:00:00,11,22,False
2022-01-14 00:00:00,13,19,False
2022-01-14 01:00:00,16,21,False
2022-01-14 02:00:00,15,24,False
2022-01-14 03:00:00,12,18,False
2022-01-14 04:00:00,14,24,False
2022-01-14 05:00:00,9,17,False
2022-01-14 06:00:00,16,11,False
2022-01-14 07:00:00,14,7,False
2022-01-14 08:00:00,20,10,False
2022-01-14 09:00:00,12,6,False
2022-01-14 10:00:00,15,4,False
2022-01-14 11:00:00,15,9,False
2022-01-14 12:00:00,12,6,False
2022-01-14 13:00:00,14,9,False
2022-01-14 14:00:00,14,12,False
2022-01-14 15:00:00,16,12,False
2022-01-14 16:00:00,11,15,False
2022-01-14 17:00:00,16,15,False
2022-01-14 18:00:00,16,17,False
2022-01-14 19:00:00,12,17,False
2022-01-14 20:00:00,13,24,False
2022-01-14 21:00:00,13,17,False
2022-01-14 22:00:00,18,24,False
2022-01-14 23:00:00,19,29,False
2022-01-15 00:00:00,17,27,False
2022-01-15 00:00:00,22,33,False
2022-01-15 01:00:00,13,37,False
2022-01-15 02:00:00,16,83,False
2022-01-15 03:00:00,13,100,False
2022-01-15 04:00:00,17,100,False
2022-01-15 05:00:00,13,41,False
2022-01-15 06:00:00,10,24,False
2022-01-15 07:00:00,13,16,False
2022-01-15 08:00:00,15,14,False
2022-01-15 09:00:00,17,21,False
2022-01-15 10:00:00,13,8,False
2022-01-15 11:00:00,15,10,False
2022-01-15 12:00:00,10,12,False
2022-01-15 13:00:00,16,13,False
2022-01-15 14:00:00,20,16,False
2022-01-15 15:00:00,16,17,False
2022-01-15 16:00:00,16,25,False
2022-01-15 17:00:00,16,18,False
2022-01-15 18:00:00,19,21,False
2022-01-15 19:00:00,17,25,False
2022-01-15 20:00:00,19,23,False
2022-01-15 21:00:00,20,22,False
2022-01-15 22:00:00,26,20,False
2022-01-15 23:00:00,18,29,False
2022-01-16 00:00:00,18,30,False
2022-01-16 01:00:00,20,43,False
2022-01-16 02:00:00,15,78,False
2022-01-16 03:00:00,26,51,False
2022-01-16 04:00:00,25,67,False
2022-01-16 05:00:00,33,35,False
2022-01-16 06:00:00,36,28,False
2022-01-16 07:00:00,27,15,False
2022-01-16 08:00:00,21,8,False
2022-01-16 09:00:00,29,13,False
2022-01-16 10:00:00,32,7,False
2022-01-16 11:00:00,35,12,False
2022-01-16 12:00:00,33,9,False
2022-01-16 13:00:00,23,16,False
2022-01-16 14:00:00,38,18,False
2022-01-16 15:00:00,29,20,False
2022-01-16 16:00:00,28,15,False
2022-01-16 17:00:00,31,20,False
2022-01-16 18:00:00,38,21,False
2022-01-16 19:00:00,38,18,False
2022-01-16 20:00:00,30,21,False
2022-01-16 21:00:00,32,25,False
2022-01-16 22:00:00,40,25,False
2022-01-16 23:00:00,40,27,False
2022-01-17 00:00:00,20,30,False
2022-01-17 01:00:00,22,28,False
2022-01-17 02:00:00,31,19,False
2022-01-17 03:00:00,41,32,False
2022-01-17 04:00:00,33,20,False
2022-01-17 05:00:00,31,9,False
2022-01-17 06:00:00,44,16,False
2022-01-17 07:00:00,35,13,False
2022-01-17 08:00:00,52,13,False
2022-01-17 09:00:00,45,11,False
2022-01-17 10:00:00,52,9,False
2022-01-17 11:00:00,58,8,False
2022-01-17 12:00:00,35,5,False
2022-01-17 13:00:00,48,11,False
2022-01-17 14:00:00,52,16,False
2022-01-17 15:00:00,48,17,False
2022-01-17 16:00:00,42,21,False
2022-01-17 17:00:00,47,21,False
2022-01-17 18:00:00,37,22,False
2022-01-17 19:00:00,49,30,False
2022-01-17 20:00:00,63,65,False
2022-01-17 21:00:00,54,69,False
2022-01-17 22:00:00,48,85,False
2022-01-17 23:00:00,48,78,False
2022-01-18 00:00:00,63,55,False
2022-01-18 01:00:00,52,45,False
2022-01-18 02:00:00,64,34,False
2022-01-18 03:00:00,46,27,False
2022-01-18 04:00:00,39,22,False
2022-01-18 05:00:00,40,19,False
2022-01-18 06:00:00,28,15,False
2022-01-18 07:00:00,42,11,False
2022-01-18 08:00:00,40,8,False
2022-01-18 09:00:00,25,5,False
2022-01-18 10:00:00,31,8,False
2022-01-18 11:00:00,34,4,False
2022-01-18 12:00:00,28,9,False
2022-01-18 13:00:00,31,12,False
2022-01-18 14:00:00,34,15,False
2022-01-18 15:00:00,38,17,False
2022-01-18 16:00:00,26,12,False
2022-01-18 17:00:00,34,20,False
2022-01-18 18:00:00,41,16,False
2022-01-18 19:00:00,32,21,False
2022-01-18 20:00:00,31,24,False
2022-01-18 21:00:00,21,17,False
2022-01-18 22:00:00,36,21,False
2022-01-18 23:00:00,35,26,False
2022-01-19 00:00:00,28,32,False
2022-01-19 01:00:00,19,33,False
2022-01-19 02:00:00,24,24,False
2022-01-19 03:00:00,29,22,False
2022-01-19 04:00:00,29,30,False
2022-01-19 05:00:00,36,20,False
2022-01-19 06:00:00,19,14,False
2022-01-19 07:00:00,28,15,False
2022-01-19 08:00:00,25,5,False
2022-01-19 09:00:00,25,5,False
2022-01-19 10:00:00,23,10,False
2022-01-19 11:00:00,27,7,False
2022-01-19 12:00:00,25,10,False
2022-01-19 13:00:00,26,12,False
2022-01-19 14:00:00,27,10,False
2022-01-19 15:00:00,21,12,False
2022-01-19 16:00:00,21,18,False
2022-01-19 17:00:00,30,18,False
2022-01-19 18:00:00,31,19,False
2022-01-19 19:00:00,31,16,False
2022-01-19 20:00:00,39,21,False
2022-01-19 21:00:00,33,20,False
2022-01-19 22:00:00,31,27,False
2022-01-19 23:00:00,29,32,False
2022-01-20 00:00:00,19,35,False
2022-01-20 01:00:00,28,32,False
2022-01-20 02:00:00,26,52,False
2022-01-20 03:00:00,22,83,False
2022-01-20 04:00:00,26,78,False
2022-01-20 05:00:00,24,53,False
2022-01-20 06:00:00,24,29,False
2022-01-20 07:00:00,24,16,False
2022-01-20 08:00:00,19,16,False
2022-01-20 09:00:00,21,10,False
2022-01-20 10:00:00,25,8,False
2022-01-20 11:00:00,15,16,False
2022-01-20 12:00:00,23,17,False
2022-01-20 13:00:00,17,15,False
2022-01-20 14:00:00,35,19,False
2022-01-20 15:00:00,34,23,False
2022-01-20 16:00:00,26,21,False
2022-01-20 17:00:00,29,14,False
2022-01-20 18:00:00,32,25,False
2022-01-20 19:00:00,31,20,False
2022-01-20 20:00:00,31,16,False
2022-01-20 21:00:00,46,22,False
2022-01-20 22:00:00,50,31,False
2022-01-20 23:00:00,37,30,False
2022-01-21 00:00:00,31,38,False
2022-01-21 01:00:00,25,47,False
2022-01-21 02:00:00,30,54,False
2022-01-21 03:00:00,20,80,False
2022-01-21 04:00:00,23,47,False
2022-01-21 05:00:00,32,48,False
2022-01-21 06:00:00,32,24,False
2022-01-21 07:00:00,25,13,False
2022-01-21 08:00:00,26,7,False
2022-01-21 09:00:00,26,4,False
2022-01-21 10:00:00,26,9,False
2022-01-21 11:00:00,25,8,False
2022-01-21 12:00:00,22,13,False
2022-01-21 13:00:00,24,13,False
2022-01-21 14:00:00,21,18,False
2022-01-21 15:00:00,27,11,False
2022-01-21 16:00:00,22,16,False
2022-01-21 17:00:00,27,20,False
2022-01-21 18:00:00,28,16,False
2022-01-21 19:00:00,18,25,False
2022-01-21 20:00:00,29,22,False
2022-01-21 21:00:00,28,25,False
2022-01-21 22:00:00,32,28,False
2022-01-21 23:00:00,38,30,False
2022-01-22 00:00:00,31,30,False
2022-01-22 00:00:00,26,25,False
2022-01-22 01:00:00,24,19,False
2022-01-22 02:00:00,14,23,False
2022-01-22 03:00:00,27,21,False
2022-01-22 04:00:00,18,18,False
2022-01-22 05:00:00,20,20,False
2022-01-22 06:00:00,21,8,False
2022-01-22 07:00:00,28,7,False
2022-01-22 08:00:00,25,7,False
2022-01-22 09:00:00,29,6,False
2022-01-22 10:00:00,30,13,False
2022-01-22 11:00:00,25,5,False
2022-01-22 12:00:00,21,7,False
2022-01-22 13:00:00,22,10,False
2022-01-22 14:00:00,22,16,False
2022-01-22 15:00:00,22,13,False
2022-01-22 16:00:00,26,18,False
2022-01-22 17:00:00,24,17,False
2022-01-22 18:00:00,32,17,False
2022-01-22 19:00:00,29,18,False
2022-01-22 20:00:00,26,19,False
2022-01-22 21:00:00,28,29,False
2022-01-22 22:00:00,33,20,False
2022-01-22 23:00:00,22,29,False
2022-01-23 00:00:00,21,72,False
2022-01-23 01:00:00,23,73,False
2022-01-23 02:00:00,21,91,False
2022-01-23 03:00:00,17,73,False
2022-01-23 04:00:00,15,30,False
2022-01-23 05:00:00,19,28,False
2022-01-23 06:00:00,25,17,False
2022-01-23 07:00:00,25,15,False
2022-01-23 08:00:00,20,9,False
2022-01-23 09:00:00,18,10,False
2022-01-23 10:00:00,15,12,False
2022-01-23 11:00:00,14,9,False
2022-01-23 12:00:00,22,11,False
2022-01-23 13:00:00,17,9,False
2022-01-23 14:00:00,21,14,False
2022-01-23 15:00:00,24,14,False
2022-01-23 16:00:00,20,13,False
2022-01-23 17:00:00,12,17,False
2022-01-23 18:00:00,25,13,False
2022-01-23 19:00:00,25,15,False
2022-01-23 20:00:00,25,22,False
2022-01-23 21:00:00,20,19,False
2022-01-23 22:00:00,21,21,False
2022-01-23 23:00:00,25,24,False
2022-01-24 00:00:00,18,19,False
2022-01-24 01:00:00,20,27,False
2022-01-24 02:00:00,18,19,False
2022-01-24 03:00:00,17,22,False
2022-01-24 04:00:00,13,16,False
2022-01-24 05:00:00,20,9,False
2022-01-24 06:00:00,15,8,False
2022-01-24 07:00:00,17,10,False
2022-01-24 08:00:00,17,9,False
2022-01-24 09:00:00,28,7,False
2022-01-24 10:00:00,27,8,False
2022-01-24 11:00:00,22,8,False
2022-01-24 12:00:00,24,13,False
2022-01-24 13:00:00,22,9,False
2022-01-24 14:00:00,24,13,False
2022-01-24 15:00:00,21,10,False
2022-01-24 16:00:00,24,15,False
2022-01-24 17:00:00,23,17,False
2022-01-24 18:00:00,26,15,False
2022-01-24 19:00:00,22,11,False
2022-01-24 20:00:00,26,14,False
2022-01-24 21:00:00,26,20,False
2022-01-24 22:00:00,23,24,False
2022-01-24 23:00:00,21,29,False
2022-01-25 00:00:00,21,27,False
2022-01-25 01:00:00,19,51,False
2022-01-25 02:00:00,14,54,False
2022-01-25 03:00:00,16,61,False
2022-01-25 04:00:00,20,82,False
2022-01-25 05:00:00,17,28,False
2022-01-25 06:00:00,13,9,False
2022-01-25 07:00:00,21,14,False
2022-01-25 08:00:00,18,5,False
2022-01-25 09:00:00,22,8,False
2022-01-25 10:00:00,19,5,False
2022-01-25 11:00:00,20,10,False
2022-01-25 12:00:00,23,13,False
2022-01-25 13:00:00,21,14,False
2022-01-25 14:00:00,23,18,False
2022-01-25 15:00:00,24,20,False
2022-01-25 16:00:00,19,16,False
2022-01-25 17:00:00,22,19,False
2022-01-25 18:00:00,26,19,False
2022-01-25 19:00:00,19,16,False
2022-01-25 20:00:00,16,19,False
2022-01-25 21:00:00,20,20,False
2022-01-25 22:00:00,27,16,False
2022-01-25 23:00:00,20,23,False
2022-01-26 00:00:00,25,22,False
2022-01-26 01:00:00,16,22,False
2022-01-26 02:00:00,17,24,False
2022-01-26 03:00:00,19,14,False
2022-01-26 04:00:00,16,16,False
2022-01-26 05:00:00,13,14,False
2022-01-26 06:00:00,17,9,False
2022-01-26 07:00:00,17,6,False
2022-01-26 08:00:00,15,9,False
2022-01-26 09:00:00,8,5,False
2022-01-26 10:00:00,23,7,False
2022-01-26 11:00:00,15,5,False
2022-01-26 12:00:00,20,6,False
2022-01-26 13:00:00,22,13,False
2022-01-26 14:00:00,23,10,False
2022-01-26 15:00:00,21,15,False
2022-01-26 16:00:00,17,17,False
2022-01-26 17:00:00,25,19,False
2022-01-26 18:00:00,17,21,False
2022-01-26 19:00:00,24,15,False
2022-01-26 20:00:00,27,15,False
2022-01-26 21:00:00,23,25,False
2022-01-26 22:00:00,22,31,False
2022-01-26 23:00:00,20,27,False
2022-01-27 00:00:00,17,28,False
2022-01-27 01:00:00,14,43,False
2022-01-27 02:00:00,17,51,False
2022-01-27 03:00:00,15,100,False
2022-01-27 04:00:00,18,64,False
2022-01-27 05:00:00,15,53,False
2022-01-27 06:00:00,15,54,False
2022-01-27 07:00:00,17,21,False
2022-01-27 08:00:00,12,16,False
2022-01-27 09:00:00,13,16,False
2022-01-27 10:00:00,15,11,False
2022-01-27 11:00:00,13,18,False
2022-01-27 12:00:00,10,22,False
2022-01-27 13:00:00,16,22,False
2022-01-27 14:00:00,16,32,False
2022-01-27 15:00:00,14,16,False
2022-01-27 16:00:00,18,18,False
2022-01-27 17:00:00,19,17,False
2022-01-27 18:00:00,16,23,False
2022-01-27 19:00:00,17,19,False
2022-01-27 20:00:00,18,23,False
2022-01-27 21:00:00,18,21,False
2022-01-27 22:00:00,21,19,False
2022-01-27 23:00:00,17,27,False
2022-01-28 00:00:00,15,23,False
2022-01-28 01:00:00,18,25,False
2022-01-28 02:00:00,13,25,False
2022-01-28 03:00:00,14,19,False
2022-01-28 04:00:00,11,23,False
2022-01-28 05:00:00,20,13,False
2022-01-28 06:00:00,14,7,False
2022-01-28 07:00:00,14,10,False
2022-01-28 08:00:00,15,8,False
2022-01-28 09:00:00,12,9,False
2022-01-28 10:00:00,17,6,False
2022-01-28 11:00:00,12,7,False
2022-01-28 12:00:00,18,12,False
2022-01-28 13:00:00,17,10,False
2022-01-28 14:00:00,16,9,False
2022-01-28 15:00:00,17,18,False
2022-01-28 16:00:00,17,13,False
2022-01-28 17:00:00,14,16,False
2022-01-28 18:00:00,16,18,False
2022-01-28 19:00:00,16,19,False
2022-01-28 20:00:00,16,20,False
2022-01-28 21:00:00,18,18,False
2022-01-28 22:00:00,20,29,False
2022-01-28 23:00:00,16,25,False
2022-01-29 00:00:00,9,36,False
2022-01-29 00:00:00,10,42,False
2022-01-29 01:00:00,16,72,False
2022-01-29 02:00:00,18,74,False
2022-01-29 03:00:00,15,100,False
2022-01-29 04:00:00,14,70,False
2022-01-29 05:00:00,21,44,False
2022-01-29 06:00:00,10,21,False
2022-01-29 07:00:00,18,13,False
2022-01-29 08:00:00,15,14,False
2022-01-29 09:00:00,21,19,False
2022-01-29 10:00:00,16,9,False
2022-01-29 11:00:00,19,11,False
2022-01-29 12:00:00,17,18,False
2022-01-29 13:00:00,18,15,False
2022-01-29 14:00:00,21,18,False
2022-01-29 15:00:00,19,15,False
2022-01-29 16:00:00,18,16,False
2022-01-29 17:00:00,19,19,False
2022-01-29 18:00:00,19,21,False
2022-01-29 19:00:00,22,23,False
2022-01-29 20:00:00,22,25,False
2022-01-29 21:00:00,20,23,False
2022-01-29 22:00:00,9,28,False
2022-01-29 23:00:00,21,29,False
2022-01-30 00:00:00,19,28,False
2022-01-30 01:00:00,17,28,False
2022-01-30 02:00:00,9,33,False
2022-01-30 03:00:00,16,35,False
2022-01-30 04:00:00,20,24,False
2022-01-30 05:00:00,27,25,False
2022-01-30 06:00:00,11,18,False
2022-01-30 07:00:00,20,11,False
2022-01-30 08:00:00,23,13,False
2022-01-30 09:00:00,14,11,False
2022-01-30 10:00:00,10,9,False
2022-01-30 11:00:00,12,6,False
2022-01-30 12:00:00,12,11,False
2022-01-30 13:00:00,14,12,False
2022-01-30 14:00:00,13,20,False
2022-01-30 15:00:00,11,28,False
2022-01-30 16:00:00,18,18,False
2022-01-30 17:00:00,15,24,False
2022-01-30 18:00:00,19,23,False
2022-01-30 19:00:00,15,24,False
2022-01-30 20:00:00,22,24,False
2022-01-30 21:00:00,20,29,False
2022-01-30 22:00:00,17,28,False
2022-01-30 23:00:00,11,32,False
2022-01-31 00:00:00,20,41,False
2022-01-31 01:00:00,17,77,False
2022-01-31 02:00:00,15,90,False
2022-01-31 03:00:00,19,79,False
2022-01-31 04:00:00,12,50,False
2022-01-31 05:00:00,13,22,False
2022-01-31 06:00:00,16,19,False
2022-01-31 07:00:00,14,10,False
2022-01-31 08:00:00,19,10,False
2022-01-31 09:00:00,18,10,False
2022-01-31 10:00:00,14,9,False
